sample_index,absolute_token_position,template_id,template_metadata.prompt_framing,template_metadata.output_format,task,task_metadata.task_family,task_metadata.difficulty,task_metadata.domain,task_metadata.complexity,task_metadata.planning_type,task_metadata.stakes,task_metadata.agency,quantity,quantity_text,base_value,base_unit,unit_variant,number_format,value,value_text,unit,source_folder,time_horizon_months,source_sample_count,PLS1,PLS2,PLS3,reconstruction_residual_rms
2902,-1,task_available_time,<averaged>,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,nof_conv,0.328542094456,36,-1.11915110536316,-10.541325736699575,0.2878872264902087,0.29744639385663213
3078,-1,task_available_time,<averaged>,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,nof_conv,0.328542094456,36,-10.463431864778174,-20.16085371605023,3.322812313076169,0.2950827082895226
3232,-1,task_available_time,<averaged>,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,10,days,original,numeric,10,10,days,nof_conv,0.328542094456,36,2.015546810520568,-26.630296747534974,27.24003704830109,0.2893115035230049
3540,-1,task_available_time,<averaged>,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,nof_conv,0.328542094456,36,11.299350218696873,-18.82766131249126,7.692213263184483,0.2922275815218817
3804,-1,task_available_time,<averaged>,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,nof_conv,0.328542094456,36,-87.6805295804763,31.05294859705444,-24.98674745535859,0.7000653536637242
3936,-1,task_available_time,<averaged>,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,nof_conv,0.328542094456,36,-17.745866153084613,-12.231686780688872,-1.4504831837595595,0.35908750094167424
4068,-1,task_available_time,<averaged>,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,nof_conv,0.328542094456,36,-38.92193164643249,2.730690261545407,7.430104579900256,0.39090570318821444
240,-1,direct_help,N/A,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,21.300405325967542,-22.92717145542468,-7.513567463176131,0.20840407077221879
438,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,18.745220109018696,-23.178882604897595,5.257875207721622,0.18334749304126033
570,-1,direct_help,N/A,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,7.437751403100165,-41.61155290952882,-1.1554948708828272,0.17063011449621598
702,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,14.733042490864753,-37.62738268390363,-0.33393103657220197,0.17604543642360285
834,-1,direct_help,N/A,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,12.934246419984898,-30.794527166812465,0.2852745120709549,0.15660377549747176
2198,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,15.401688604857187,-33.65541902438029,1.5968546913055957,0.15556456840451022
2330,-1,direct_help,N/A,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,5.309802078471761,-39.43905378465712,-17.383961305111995,0.16704910675537987
2594,-1,direct_help,N/A,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,0.8856193943935406,-26.144888972283756,-26.248279096330048,0.19989004038408878
2770,-1,direct_help,N/A,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,10.471384015160947,-27.342322202391024,-5.66321715403341,0.20007555544042502
2902,-1,direct_help,N/A,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,11.396351332494188,-25.279949755711208,-22.868361809319214,0.19948183295616223
3078,-1,direct_help,N/A,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,-1.605160167875969,-20.92993957470169,-35.00153313604394,0.22071747744346237
3232,-1,direct_help,N/A,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,12.214211133895466,-34.206766439115206,-5.959835346835269,0.20700228506964816
3540,-1,direct_help,N/A,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,19.20392287821899,-19.496599863314326,-16.567373756735655,0.2416097961262906
3804,-1,direct_help,N/A,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,-64.72311827218523,23.66460077021376,-29.197955102004883,0.31849594086735167
3936,-1,direct_help,N/A,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,-0.356128078933165,-16.15900686757349,-20.32897126866253,0.209735425573559
4068,-1,direct_help,N/A,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain,0.328542094456,48,-4.113805168265211,-21.00670194534925,-8.512664787278217,0.23839460736432663
240,-1,direct_help,N/A,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,20.613004440036832,-15.815263385782265,6.2015902379306995,0.14552971328681685
438,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,19.251524119698704,-17.878517240701896,13.278453787835423,0.17664654917533198
570,-1,direct_help,N/A,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,11.017294802861686,-29.321295640410447,10.335241446846352,0.16471366056726214
702,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,17.564241202954253,-26.5372055570031,10.36794473727875,0.15663557202579312
834,-1,direct_help,N/A,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,13.096560614036028,-21.589669560997287,10.159916777237234,0.15130670658709774
2198,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,16.07148476510425,-23.32682524014206,10.514013983496998,0.14926211918529422
2330,-1,direct_help,N/A,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,9.035075661771511,-27.159933389730128,0.8118925337140519,0.1428718702363102
2594,-1,direct_help,N/A,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,8.88624178060076,-18.778815999221965,-5.2875726202776905,0.1514476517577575
2770,-1,direct_help,N/A,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,14.827264672667662,-20.16656156271851,7.549173358208552,0.14648305371020987
2902,-1,direct_help,N/A,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,14.236569683275302,-17.98509044111934,-2.159958505176161,0.13581390443801145
3078,-1,direct_help,N/A,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,5.7432658506587435,-16.740204886628955,-7.317917029968811,0.15378674431986236
3232,-1,direct_help,N/A,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,15.976373129787355,-23.84923431097766,6.69093396228933,0.14912203694939447
3540,-1,direct_help,N/A,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,20.573984662831577,-11.903845597940702,0.4985136901898858,0.1671744735617874
3804,-1,direct_help,N/A,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,-44.05800521548423,12.675270654488726,-5.475281568885094,0.2343294606191073
3936,-1,direct_help,N/A,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,3.0761843395884596,-17.017054593836,-0.6471951582787561,0.18350705599526776
4068,-1,direct_help,N/A,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,10,days,original,numeric,10,10,days,plain_long,0.328542094456,48,2.898829431909759,-17.7653314699347,4.5208278012295375,0.18561177973259027
244,-1,task_available_time,<averaged>,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,11.161224748528614,-9.222650769132722,20.512459672148314,0.3321809715378012
442,-1,task_available_time,<averaged>,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,20.42954344640267,-18.797408644936002,20.99105460894436,0.316847307959628
574,-1,task_available_time,<averaged>,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,2.5851013777822387,-26.912421855689303,10.49704361658803,0.31208998466823434
706,-1,task_available_time,<averaged>,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,16.0868222086929,-27.440520709571203,11.750832801921804,0.30083683573146786
838,-1,task_available_time,<averaged>,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,2.8259890809564454,-17.721083247672016,26.909815247587932,0.37639006239807077
2202,-1,task_available_time,<averaged>,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,9.857860629738614,-27.142355766287295,21.48681556584328,0.3169976508155666
2334,-1,task_available_time,<averaged>,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,1.394575707536148,-29.72816823329349,7.321991146817986,0.2890419115606246
2598,-1,task_available_time,<averaged>,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,-7.732411358506558,-8.09974505921471,-13.760556460387138,0.2803122976688764
2774,-1,task_available_time,<averaged>,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,5.053917310890008,-25.857073680569687,26.767512753444482,0.29903763038020587
2906,-1,task_available_time,<averaged>,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,5.366631845681635,-10.264118054858995,-7.064329015645333,0.2941948168167132
3082,-1,task_available_time,<averaged>,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,-6.350447327563047,-15.18838758390881,-4.64459848681653,0.29128434460741415
3236,-1,task_available_time,<averaged>,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,6.360379068691989,-24.328121501879313,19.535597184952664,0.2905700140508868
3544,-1,task_available_time,<averaged>,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,17.499785050051575,-20.25608602780792,0.5067030358908218,0.28924664147533263
3808,-1,task_available_time,<averaged>,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,-86.11307900392404,32.90494734464241,-26.098774855221908,0.7020960019635547
3940,-1,task_available_time,<averaged>,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,-13.923257932606639,-7.133186181965754,-7.85633800697748,0.3593624479364508
4072,-1,task_available_time,<averaged>,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,nof_conv,0.657084188912,36,-35.6006630941217,5.871735210799227,2.3377163424302645,0.3901237171869511
244,-1,direct_help,N/A,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,23.55753514645567,-19.153782919513905,-13.393899783426297,0.20461386513353588
442,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,22.87671236317455,-23.81172756297477,0.25427394165410466,0.17579925735009702
574,-1,direct_help,N/A,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,11.696922663814812,-37.87877053247626,-7.7869421132578545,0.16743062381956184
706,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,19.265569062546223,-37.79749865243876,-6.299966568227588,0.1694290483292308
838,-1,direct_help,N/A,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,16.78125579562469,-29.644419422573776,-5.2648197213387995,0.15433891344300826
2202,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,19.746127600679657,-32.781594656919005,-4.65027132018279,0.1521516627549961
2334,-1,direct_help,N/A,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,8.952286802795072,-33.0883455662355,-25.37393902676856,0.16272862115566847
2598,-1,direct_help,N/A,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,3.4565299974330617,-20.399085751405515,-32.20990990380542,0.1968310809975848
2774,-1,direct_help,N/A,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,14.422352599181716,-27.857293654467185,-12.231946392788506,0.19460602295059934
2906,-1,direct_help,N/A,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,14.88367376820577,-23.015676482194017,-28.128350347186252,0.1937687943892632
3082,-1,direct_help,N/A,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,2.011846521691126,-16.516133486048478,-40.97967479432459,0.21555165800202666
3236,-1,direct_help,N/A,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,16.046582592056733,-34.721404381587234,-12.62506233021127,0.20279678420918626
3544,-1,direct_help,N/A,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,23.653534699739716,-22.326665086822427,-21.809684142760595,0.22736440798442667
3808,-1,direct_help,N/A,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,-61.85379414758859,27.878484646659423,-31.98592379101607,0.3146185276675334
3940,-1,direct_help,N/A,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,2.0292542910122044,-9.763926399635132,-26.03862761452771,0.20491328710720474
4072,-1,direct_help,N/A,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain,0.657084188912,48,0.058921789139830705,-16.282976210697104,-14.26095748755217,0.23247370000531214
244,-1,direct_help,N/A,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,22.77160692546657,-13.74783387183926,2.7833847862637953,0.14439703262150252
442,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,22.4804661537296,-18.152678017055326,9.998450681406979,0.17436720372038955
574,-1,direct_help,N/A,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,14.434618231723887,-27.2779472067095,6.361417094671972,0.16246761266098636
706,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,20.864156106140413,-26.43438853360931,6.737357658951987,0.1541972246374773
838,-1,direct_help,N/A,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,15.949631352648439,-20.926906728673572,6.870157064219521,0.1502573900789291
2202,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,19.19768973635704,-22.735323250049348,6.795471119375226,0.14886177380722515
2334,-1,direct_help,N/A,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,12.10035999889502,-23.976660158581648,-3.7717708254517652,0.1407070996194139
2598,-1,direct_help,N/A,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,11.23718485636246,-15.669052932842007,-8.818321174261335,0.14954581882614423
2774,-1,direct_help,N/A,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,17.853625883333876,-20.22802595893464,3.6523620556123735,0.14646626436881308
2906,-1,direct_help,N/A,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,17.115584291237234,-16.630377588409026,-5.278725403864185,0.1345533892964709
3082,-1,direct_help,N/A,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,8.568553709408286,-14.527016446988998,-10.768166826423291,0.15201435048619832
3236,-1,direct_help,N/A,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,18.71948208572363,-24.150220277827124,2.888195167975039,0.14872625559150696
3544,-1,direct_help,N/A,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,23.973087983881804,-13.111020032035684,-2.804629694599403,0.16255916246140203
3808,-1,direct_help,N/A,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,-41.63137808070295,15.821685341322327,-7.853493107726832,0.22980764222606098
3940,-1,direct_help,N/A,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,5.247500657673395,-13.355030074303098,-4.163382399957783,0.180419020691111
4072,-1,direct_help,N/A,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,20,days,original,numeric,20,20,days,plain_long,0.657084188912,48,6.4805974000556255,-14.508591394078408,0.5419068231139696,0.18176473210934158
248,-1,task_available_time,<averaged>,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,13.656159678846457,-6.739086980817655,19.79128434960599,0.33181199122175653
446,-1,task_available_time,<averaged>,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,23.056083502850903,-16.775692371632882,21.19869964723088,0.3201292553893602
578,-1,task_available_time,<averaged>,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,3.69236197157873,-24.299074449152183,10.720005795538663,0.3129546291822769
710,-1,task_available_time,<averaged>,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,18.40088178084005,-25.135928140402235,11.388731134659295,0.30147741912237774
842,-1,task_available_time,<averaged>,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,6.44293836384967,-16.762740390900852,24.519328060344037,0.3759315518628588
2206,-1,task_available_time,<averaged>,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,12.583043840411495,-25.230610068300024,20.40562329952425,0.31786297976290206
2338,-1,task_available_time,<averaged>,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,3.264816838963169,-26.438890454842934,5.57984237074589,0.2903625679909836
2602,-1,task_available_time,<averaged>,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,-5.4138892648886126,-4.401278695926384,-14.407002858233072,0.2789183740581479
2778,-1,task_available_time,<averaged>,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,7.466922074629188,-24.37859734569851,25.49728968273558,0.3007158304512155
2910,-1,task_available_time,<averaged>,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,7.084095291661789,-6.641203586050372,-9.102844772048382,0.29081670660538905
3086,-1,task_available_time,<averaged>,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,-4.8150086580339275,-12.207327635397183,-5.5331840644419295,0.2902848457600967
3240,-1,task_available_time,<averaged>,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,8.932233794860327,-23.34906662502304,19.095057431211305,0.29302663344177443
3548,-1,task_available_time,<averaged>,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,20.35440814911686,-20.571780260786205,-0.041726203726567546,0.28777137012288634
3812,-1,task_available_time,<averaged>,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,-85.65299910416634,34.496930597451076,-26.61951761201405,0.7036461288978154
3944,-1,task_available_time,<averaged>,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,-12.631648391464566,-2.5086850529825044,-10.523968232348757,0.35767089755046266
4076,-1,task_available_time,<averaged>,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,nof_conv,0.985626283368,36,-33.92702737471292,8.8307429489215,1.7775599056602385,0.38768344782668346
248,-1,direct_help,N/A,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,25.187487398726656,-16.97746461513396,-13.47274956217544,0.19898355116310235
446,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,25.242322735947383,-22.688517676587047,-0.36940783858693416,0.17062117613020772
578,-1,direct_help,N/A,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,13.325542984722196,-34.56973218409474,-8.672545443462326,0.16637601733602855
710,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,21.84953272829113,-35.48678943040749,-7.625617160915442,0.16548339747985608
842,-1,direct_help,N/A,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,19.601906791403678,-27.91861145783656,-6.74793558519774,0.15459877301817765
